"Site","mean_rel_diff","mean_abs_diff","corr_slope","corr_r_squared","mean_rel_slope_diff","mean_abs_slpe_diff"
"all_sites",0.706017216270316,0.265591370037216,NA,NA,NA,NA
"chonyi_1999_month7",0.682525491026151,0.339382099446581,0.156630975571294,0.430169510586847,12.2141322794346,0.0423179235349643
"dielmo_1990_monthmultiple",0.571168711289008,0.396531400382595,0.621909924626096,0.927485925716719,0.863095974905214,0.0203469568058535
"dongubougou_1999_monthmultiple",0.292191739200732,0.170739990163927,0.130386405235674,0.0942386159574515,0.650692347211108,0.0247091765891463
"ebolakounou_1997_monthmultiple",0.685863860919597,0.388645221730286,-0.103986026009419,0.0918077738283743,0.866824344216476,0.0104542428418998
"koundou_1997_monthmultiple",0.56141770433815,0.346238684685726,0.437285470527244,0.74723814518075,1.32492408506444,0.00592363122147019
"matsari_1970_month10",0.39820928816459,0.186741093760234,0.786309494133629,0.925643592462656,1.3770296193628,0.0122483403698711
"matsari_1970_month2",0.629985591145025,0.395090574464788,0.786400318503296,0.993229771771013,Inf,0.00245058604815694
"matsari_1970_month7",0.44041357447994,0.234016380550836,0.676475606141136,0.870786442968063,0.918714787594126,0.0083184951107307
"ndiop_1993_monthmultiple",0.465720573523156,0.148942927423594,0.521437312059822,0.795715073267172,0.631912679762678,0.00854097435976352
"ngerenya_1999_month7",0.851084619840503,0.256109699458054,-0.00269204314847519,0.000114841962425838,0.924636780515816,0.0323106162363144
"rafin_marke_1970_month10",0.335765010656271,0.141624456638451,0.889262048689702,0.716494616117965,0.585506886761072,0.0167043370587229
"rafin_marke_1970_month2",0.689532347818956,0.396447906401997,0.37911867261255,0.914734203202237,0.494870865653262,0.0073033596289164
"rafin_marke_1970_month7",0.366622167457249,0.173203820649355,0.531341868903318,0.804059103763153,60.7957816844913,0.0102116410210335
"sotuba_1999_monthmultiple",2.48433607229131,0.183499645791471,0.151333119819124,0.0172843458932289,1.57789781158681,0.0145826422378647
"sugungum_1970_month10",0.464878821680733,0.213343171628237,0.892301300941384,0.915334576065376,1.8815812446763,0.0080593879291319
"sugungum_1970_month2",0.623685105020737,0.327341150703596,0.557513357079468,0.869386214759102,1.88616477972184,0.00958044235278692
"sugungum_1970_month7",0.285090448241457,0.124798982225501,0.75651800717936,0.764841499709927,1.76168829105708,0.0124801776802269
